mfcc_mean_0,mfcc_std_0,mfcc_max_0,mfcc_min_0,mfcc_mean_1,mfcc_std_1,mfcc_max_1,mfcc_min_1,mfcc_mean_2,mfcc_std_2,mfcc_max_2,mfcc_min_2,mfcc_mean_3,mfcc_std_3,mfcc_max_3,mfcc_min_3,mfcc_mean_4,mfcc_std_4,mfcc_max_4,mfcc_min_4,mfcc_mean_5,mfcc_std_5,mfcc_max_5,mfcc_min_5,mfcc_mean_6,mfcc_std_6,mfcc_max_6,mfcc_min_6,mfcc_mean_7,mfcc_std_7,mfcc_max_7,mfcc_min_7,mfcc_mean_8,mfcc_std_8,mfcc_max_8,mfcc_min_8,mfcc_mean_9,mfcc_std_9,mfcc_max_9,mfcc_min_9,mfcc_mean_10,mfcc_std_10,mfcc_max_10,mfcc_min_10,mfcc_mean_11,mfcc_std_11,mfcc_max_11,mfcc_min_11,mfcc_mean_12,mfcc_std_12,mfcc_max_12,mfcc_min_12,spectral_rolloff_mean,spectral_rolloff_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,rms_energy_mean,rms_energy_std,rms_energy_max,zcr_mean,zcr_std,chroma_mean_0,chroma_std_0,chroma_mean_1,chroma_std_1,chroma_mean_2,chroma_std_2,chroma_mean_3,chroma_std_3,chroma_mean_4,chroma_std_4,chroma_mean_5,chroma_std_5,chroma_mean_6,chroma_std_6,chroma_mean_7,chroma_std_7,chroma_mean_8,chroma_std_8,chroma_mean_9,chroma_std_9,chroma_mean_10,chroma_std_10,chroma_mean_11,chroma_std_11,duration,sample_rate,max_amplitude,mean_amplitude,audio_name,audio_path,augmentation
-571.85364,81.99365,-388.01785,-762.1922,117.21075,40.997353,221.01367,2.602846,11.595246,28.148193,81.681496,-51.32682,31.29786,28.963158,116.68363,-11.67998,8.020912,24.863417,56.149246,-59.877167,17.489048,11.957327,53.706062,-5.914248,2.724868,13.448589,25.144146,-40.04624,-1.9561594,11.920191,18.609112,-31.450193,0.69207525,8.274604,15.551783,-27.704342,3.7424061,8.896582,19.199993,-19.563345,2.8316438,10.8624935,28.874722,-25.403389,-0.9629054,10.270948,23.783237,-31.732306,2.4287727,7.6517816,19.100176,-21.242563,5525.705645161291,3157.9164805346973,2863.5782054248516,1770.9040884208343,3483.9202137201846,882.0241326127637,0.006028479,0.00911079,0.035899848,0.058013587869623656,0.07268611726730008,0.5718556,0.34850067,0.5515162,0.3795564,0.52035964,0.3468705,0.51761776,0.3296244,0.5057417,0.32310987,0.48547786,0.2683261,0.58054775,0.26718432,0.6290389,0.25536913,0.6007835,0.24785212,0.582739,0.273076,0.56033427,0.29862145,0.53877455,0.3099357,1.9826666666666666,48000,0.081329346,0.004863369,Recording 1-Rele,audio_files/Recording 1-Rele.m4a,pitch_shift_down
-564.2007,81.884735,-385.44012,-742.7171,109.08198,43.702923,215.48639,3.9323652,15.183837,25.720613,82.980804,-45.46957,27.123213,25.504019,94.0608,-17.717224,6.543487,24.709843,55.766083,-61.224197,14.865827,12.287994,63.57843,-4.0177674,-3.2562277,16.617722,19.65894,-59.996376,-0.9906917,10.851779,16.408287,-43.995205,1.9125171,9.126171,18.13138,-22.9718,5.109758,11.772755,27.025053,-23.410133,-0.21264,12.243746,27.132423,-29.674807,1.3575383,9.4659815,17.753025,-24.58453,0.87519836,8.443603,19.104069,-24.148643,6103.034420289855,3335.6552949743514,3214.875643481981,1954.5122095858183,3774.1226790687465,853.4507811960362,0.005439381,0.008069278,0.03883412,0.07152022946859904,0.08905346818477142,0.61003417,0.30778277,0.59760404,0.3475764,0.5753552,0.3547156,0.52496123,0.3484389,0.4978278,0.33116502,0.49668777,0.30620432,0.4799528,0.31565243,0.40951112,0.2510444,0.49869886,0.2638887,0.58501846,0.25842577,0.5812554,0.26278383,0.5774486,0.28826198,2.202958333333333,48000,0.07562256,0.004467299,Recording 1-Rele,audio_files/Recording 1-Rele.m4a,time_stretch_slow
-567.9002,83.83866,-383.76532,-761.2013,113.45326,43.204514,217.82185,4.3307924,13.189526,23.979445,74.68952,-40.74355,30.434847,26.801641,102.14739,-11.859665,7.02732,24.477734,49.48282,-61.844055,15.816351,13.523046,62.750473,-7.3528337,-3.484991,15.232694,17.356974,-46.44233,0.20966488,9.988233,19.881384,-35.92855,2.565302,8.842194,20.333397,-25.051735,6.172532,11.246085,27.60561,-23.904074,0.035636045,12.500343,27.295237,-28.4811,0.58788395,9.743817,16.933668,-24.872637,-0.25856555,8.9869795,15.362927,-23.866882,6261.97300295858,3373.7124420822893,3238.9223305722207,1947.1524104138737,3809.6792247197386,892.5540657397687,0.0055781477,0.007992412,0.03483446,0.06358635355029586,0.07545150660246956,0.55518174,0.30101648,0.56171376,0.34375003,0.5516432,0.34395295,0.5089674,0.33878812,0.48900032,0.3355993,0.5248844,0.32287237,0.54843,0.34666348,0.484261,0.2547287,0.5628465,0.25022656,0.5957979,0.25528175,0.5978059,0.2608842,0.5607382,0.28859073,1.8024166666666666,48000,0.07824707,0.004499692,Recording 1-Rele,audio_files/Recording 1-Rele.m4a,time_stretch_fast
-375.10248,31.43435,-277.94556,-447.86353,24.846367,30.432962,126.4169,-28.409006,18.211065,16.686935,67.13809,-8.700911,15.669142,13.556749,61.202797,-18.163448,6.7797084,11.54449,38.676266,-32.227673,5.868762,7.4594765,33.448227,-16.624313,2.4180632,9.469393,18.711443,-28.256119,-0.2336895,9.866544,19.754784,-31.246174,1.7546985,6.387553,15.647878,-18.306568,1.8399284,7.2148256,14.311639,-23.14179,0.24372946,8.249191,13.975818,-27.26825,0.27229375,7.7635684,14.177334,-21.738968,-0.23643969,7.079089,12.066748,-20.981258,18980.720766129034,2072.7531061615946,10113.52738099543,2254.5275996280798,7085.682481516974,510.7039314689995,0.009492615,0.010975526,0.046758857,0.34859606014784944,0.15217971045952342,0.643421,0.31236112,0.6308284,0.33633995,0.6269771,0.35001442,0.5958464,0.34602365,0.5978471,0.34387442,0.6153799,0.32615164,0.6045769,0.3170911,0.5749679,0.25728592,0.6640563,0.23397796,0.70235974,0.22582941,0.7103068,0.24474384,0.68255293,0.28558487,1.9826666666666666,48000,0.10812378,0.007411023,Recording 1-Rele,audio_files/Recording 1-Rele.m4a,noise_low
-277.65768,17.040375,-217.34892,-315.1637,7.826964,19.627792,75.07024,-20.378105,9.815256,12.558391,46.292297,-5.3894405,8.020944,9.146338,31.275131,-10.239475,3.7562938,7.8950505,26.207798,-25.57098,2.4167662,5.437852,14.883972,-16.619148,1.2456744,6.3248625,11.679121,-21.975674,-0.36444378,7.1323204,12.254259,-21.384521,0.07602528,5.4512124,11.148336,-16.72445,0.0527548,5.8974495,11.429382,-20.417362,-1.2979233,5.8718433,13.497811,-21.848042,-1.298837,5.978965,12.853078,-18.569748,-0.92382884,5.8678284,10.174285,-17.53048,20067.792338709678,554.3782045192088,11292.13123753852,1103.7134477630195,7117.176590250709,394.41353616669414,0.014789036,0.009058825,0.0480405,0.41660103746639787,0.12908585759802738,0.65250397,0.29766262,0.64716786,0.31626725,0.656892,0.33110356,0.63346493,0.3292349,0.6408179,0.31937134,0.6763292,0.31970152,0.64923626,0.30291712,0.632401,0.23815237,0.70162666,0.20203571,0.7389284,0.21315189,0.7183095,0.22767928,0.6837476,0.27699408,1.9826666666666666,48000,0.12423706,0.011753127,Recording 1-Rele,audio_files/Recording 1-Rele.m4a,noise_high
-573.1139,86.059235,-391.20795,-788.67883,119.82964,43.56744,223.23466,8.986765,7.334622,24.000408,65.0383,-45.860275,32.049225,26.073997,105.30036,-7.021714,3.448687,25.851326,44.36877,-64.717575,16.778309,13.043017,63.54576,-2.6010814,-3.1961915,17.893658,17.834473,-62.292923,0.015586759,9.506516,20.042381,-30.423367,0.37369213,8.63765,16.467329,-23.280983,6.2675,11.830863,28.264227,-22.3694,0.21597704,12.263456,25.230331,-28.33133,0.40088266,8.777309,14.764954,-23.048763,-0.8397522,8.549407,12.804844,-26.763412,6250.0,3430.2005832992722,3265.682803171799,1996.802096849887,3799.293651983254,877.4339916206744,0.0052801515,0.007161246,0.025701718,0.06781382619598765,0.0826360241797237,0.57994115,0.3087836,0.5925137,0.3469727,0.5859159,0.35677534,0.51957613,0.34160605,0.48621967,0.30331945,0.4924922,0.29160735,0.4910026,0.29118255,0.4703362,0.22611482,0.5651835,0.22347443,0.62720895,0.22907443,0.6323149,0.23433588,0.61192447,0.29405048,1.7240625,48000,0.059906006,0.0042090835,Recording 1-Rele,audio_files/Recording 1-Rele.m4a,speed_up
-564.435,81.35533,-384.151,-738.8705,106.67848,43.012836,212.49097,0.38517112,15.782927,24.921255,78.49109,-38.89121,27.452206,25.916468,98.85086,-18.542309,7.331397,24.384958,53.378902,-65.7832,15.531448,12.414053,68.69886,-8.5225,-2.1684258,15.389433,17.485296,-56.72657,-0.42017508,9.790058,17.096983,-40.75355,1.8859032,8.770939,20.45948,-18.319359,5.255088,11.95426,27.897852,-24.105623,0.2285775,11.975898,26.500477,-30.663496,0.8590109,9.2645035,17.812225,-24.169891,-0.4238161,9.460885,18.48692,-26.060003,6180.971746575343,3296.5952672834746,3246.754935412808,1956.167034677193,3791.385842942272,858.2689281145501,0.0055643436,0.008410082,0.038949065,0.07164133847031963,0.08852371748545594,0.5772296,0.31874293,0.5735713,0.33708525,0.57382435,0.35851163,0.5229379,0.36926645,0.5069166,0.35511774,0.4957348,0.3091673,0.47918686,0.31232998,0.4117523,0.27596828,0.46260488,0.2645266,0.5648189,0.26969498,0.5917643,0.28061846,0.5568801,0.27901492,2.3325416666666667,48000,0.07019043,0.0045651915,Recording 1-Rele,audio_files/Recording 1-Rele.m4a,speed_down
-540.03613,97.65851,-301.79074,-752.20667,130.23769,38.112003,225.60703,7.4917374,4.9058557,32.234974,53.949768,-120.44027,26.50325,22.106346,115.93596,-44.46884,14.819039,21.470325,56.54133,-70.683754,15.509069,11.987415,51.30819,-37.60028,0.66370016,15.855915,31.661655,-48.103474,8.0276,9.851527,37.43297,-24.414452,-0.29776525,13.256915,21.034966,-39.29963,5.462977,8.529342,28.88657,-20.228727,8.151199,7.197115,27.21429,-21.102816,3.2232735,8.208423,30.239992,-24.274778,2.2140472,6.891413,22.51024,-24.015987,4637.490047770701,2352.687123928848,2314.657876826562,1026.6527350893627,3418.791729680815,760.236078682081,0.009734852,0.011830185,0.037185863,0.032775490147292995,0.03669603361920795,0.5628209,0.32140136,0.6217266,0.39616624,0.6486226,0.41421258,0.63727343,0.38396528,0.62539476,0.34601396,0.5830403,0.32087064,0.53200966,0.28497875,0.51983505,0.23004131,0.5960651,0.23032665,0.6534549,0.23171556,0.60822624,0.20283988,0.5547041,0.22125833,3.348,48000,0.095825195,0.00781583,Recording 2-rele,audio_files/Recording 2-rele.m4a,original
-566.943,99.78696,-342.77548,-760.56946,119.20025,38.32968,215.1644,0.09801316,6.715278,28.021517,42.63172,-96.129684,23.729784,23.201715,106.54242,-40.618744,14.4045725,21.045149,56.738884,-64.31103,11.1651745,11.675555,54.502228,-31.719799,-0.39905873,17.135696,35.87881,-42.83414,5.9053893,9.430323,32.87775,-30.230232,-1.4819791,12.473452,24.446005,-46.0035,9.445253,7.4972534,29.955914,-14.471724,4.26389,7.4728146,22.33423,-23.851463,1.2033111,9.769271,31.891663,-31.021252,-0.50526226,8.143387,19.585854,-31.356506,5705.762340764331,2742.630714662353,2762.669258314112,1138.5309848935374,3950.9570950514544,859.8656826679054,0.0065542324,0.00827787,0.031300724,0.03933463126990446,0.041977497690901235,0.6728206,0.24027666,0.58273196,0.28647494,0.55606186,0.3556535,0.5546356,0.36604092,0.56657326,0.37709785,0.5752501,0.369132,0.5725367,0.36320582,0.53893036,0.34297082,0.47560823,0.28882045,0.4737018,0.22546127,0.59841126,0.25317642,0.6724178,0.22160177,3.348,48000,0.060180664,0.005425259,Recording 2-rele,audio_files/Recording 2-rele.m4a,pitch_shift_up
-576.9984,94.40037,-349.7336,-768.63947,127.43004,36.221485,218.90823,7.658516,7.9141192,35.594925,56.92917,-138.16745,24.68756,23.22454,126.30753,-36.06363,15.1903515,19.754457,54.518074,-52.951927,16.64731,12.93672,55.479973,-29.375633,3.0286322,12.725429,30.06348,-36.22287,6.543132,10.127096,39.24051,-21.422169,1.6385545,12.095802,19.8956,-40.36236,0.084514834,12.005311,21.561262,-37.75258,8.436831,6.5307612,28.720833,-9.906566,4.791673,8.456107,24.701574,-20.763996,4.60412,8.8002405,35.26963,-19.12788,4447.228304140127,2262.5634839983472,2215.8201620306622,929.8985170157521,3403.1660182944374,840.0517594442773,0.006589868,0.008339456,0.030172309,0.029897118829617833,0.034070722285466815,0.58068544,0.35646874,0.6355096,0.3827759,0.6513402,0.36408457,0.6069795,0.32675526,0.5648468,0.292558,0.59106326,0.23712726,0.6679767,0.24060316,0.6918344,0.22912,0.62125814,0.22724417,0.54225576,0.2315413,0.5069782,0.28110576,0.5211679,0.3221838,3.348,48000,0.06427002,0.0054248497,Recording 2-rele,audio_files/Recording 2-rele.m4a,pitch_shift_down
-569.93085,96.010216,-342.91833,-755.42224,120.928276,38.362103,215.19565,9.106838,8.789513,32.198875,57.9061,-119.17714,23.567198,22.413181,108.32979,-43.12177,15.76543,22.202768,62.439163,-62.846962,14.523404,12.0300045,44.22944,-36.763283,0.8569308,15.658235,34.379063,-39.81238,7.330511,11.097418,33.28398,-29.470753,-0.33163846,13.921771,21.424253,-40.90235,4.913603,8.864213,29.943459,-21.473618,7.5100756,7.590619,27.638489,-19.197273,2.7853012,8.482081,34.15052,-25.603355,1.3375169,6.6653895,21.290382,-20.567589,4951.020773638968,2436.805835132682,2454.3228966966085,1040.0270473595408,3647.839854281264,848.7930126195696,0.006500867,0.008132959,0.034693375,0.034122324946275075,0.03933316160593544,0.5550958,0.35558203,0.61687034,0.40690705,0.62176627,0.3958893,0.5996016,0.36441112,0.5782998,0.34866136,0.52600294,0.31579214,0.49691126,0.2797878,0.5301446,0.21474425,0.63858646,0.2562298,0.6348936,0.2158704,0.56193596,0.21156618,0.5291843,0.2687615,3.72,48000,0.07354736,0.005361839,Recording 2-rele,audio_files/Recording 2-rele.m4a,time_stretch_slow
-569.7026,96.76309,-344.28336,-760.7095,123.95867,37.606483,216.5777,9.418375,9.513826,31.879156,53.850212,-116.91322,24.777584,22.853792,110.48366,-40.808907,15.158516,22.00481,62.11508,-62.366135,14.16003,11.94152,44.722153,-39.82182,0.57297075,15.316043,37.545006,-43.254326,7.3048644,10.678341,39.993713,-25.201536,-1.028999,13.5215845,19.302292,-40.6027,4.5212073,8.250086,26.363483,-17.455015,8.054098,7.643733,26.879467,-18.591557,3.8016725,8.374249,32.14476,-23.782482,1.9141897,6.7011037,22.64622,-23.542664,4886.145104895105,2432.650446836258,2420.850736548176,1018.7972981134025,3630.41742040703,854.9293493043174,0.007116819,0.008926162,0.032025974,0.033460923841783216,0.03706830209773616,0.56449914,0.3579172,0.6141856,0.4084121,0.64071983,0.3867776,0.63167804,0.35362622,0.5895924,0.344226,0.52838445,0.30764297,0.49861023,0.26703945,0.5263464,0.20191997,0.6453219,0.25234807,0.6510195,0.21808688,0.6159829,0.22644472,0.5631107,0.2792745,3.043645833333333,48000,0.067840576,0.005841856,Recording 2-rele,audio_files/Recording 2-rele.m4a,time_stretch_fast
-370.76395,38.482754,-256.87134,-455.80917,28.94046,34.164513,127.54151,-14.525167,16.178425,22.914959,57.615555,-73.90027,14.89864,12.0631485,60.659065,-19.993546,10.498912,11.032418,39.9693,-29.522661,6.725456,9.276045,27.31533,-33.708965,4.4628563,8.264253,28.304993,-23.30365,2.7403622,9.195627,22.943869,-32.700485,2.3128088,8.678326,18.793018,-26.579258,3.5025432,6.3700643,20.584852,-19.943867,4.34059,5.343006,19.455433,-16.102077,4.23329,5.7282124,26.19053,-11.124815,2.782126,4.906832,13.901394,-13.816391,18757.165605095543,2316.397159851459,9745.242749721427,2435.22775729276,7164.213936027643,463.68148573701285,0.010958172,0.011115509,0.037321445,0.30318067028264334,0.1635074608505297,0.60269463,0.3583057,0.6106052,0.38664955,0.6159108,0.37605464,0.6264543,0.35558876,0.63895,0.34842864,0.62285054,0.3283876,0.60568655,0.2964605,0.6205478,0.21775255,0.72373974,0.20512046,0.7302576,0.17792422,0.66423494,0.21938698,0.60597444,0.2846171,3.348,48000,0.09732056,0.008811359,Recording 2-rele,audio_files/Recording 2-rele.m4a,noise_low
-273.6725,19.591286,-209.95853,-327.59793,10.776618,20.674128,82.00841,-14.052131,9.386638,15.935194,44.476486,-47.40085,9.070768,8.449168,33.02734,-7.77602,6.241712,7.9453726,33.56752,-18.081955,2.9775128,6.710359,16.51632,-24.766891,1.5425967,6.3616223,15.415983,-19.150806,0.45430624,6.8068175,15.449971,-24.033802,0.16522372,6.1093936,16.42009,-24.269045,0.6403283,5.1121664,14.862013,-15.660301,1.5523856,4.924967,13.310273,-14.179691,2.3764563,4.7936144,16.787481,-8.886402,1.3907295,4.673984,15.716668,-10.929038,19978.60270700637,658.0449572445738,11080.782166404317,1189.3824083553313,7184.535020480927,346.90737160458133,0.015945181,0.008958467,0.03839843,0.3855820188097134,0.14627012931925226,0.59318197,0.33475402,0.5969767,0.34911427,0.61441386,0.33832034,0.62703526,0.31610015,0.6403754,0.32072154,0.65415627,0.31851244,0.6389054,0.27938816,0.6743411,0.19574608,0.77880263,0.18280976,0.7468586,0.17054576,0.6814735,0.22299205,0.6126954,0.29019636,3.348,48000,0.115234375,0.012834054,Recording 2-rele,audio_files/Recording 2-rele.m4a,noise_high
-570.8964,98.42534,-347.14178,-769.0551,126.337,38.252964,219.50931,10.465182,7.77444,31.403662,58.51889,-116.35869,26.014027,22.692831,116.70209,-37.40224,15.517601,22.023893,59.03474,-58.986603,15.379078,12.015092,50.576706,-35.955738,1.8430903,16.190788,38.129913,-41.061005,8.578958,10.559949,33.851807,-26.55053,0.5059613,13.513571,22.564516,-40.722126,6.4695425,8.423473,29.273678,-22.21448,8.747637,7.7617545,27.289772,-18.381508,3.8018558,8.215683,34.988228,-25.356281,2.0902584,6.508092,21.566994,-19.130371,4737.208104395604,2358.2215531637876,2341.6820716803068,995.4836903705783,3583.930549262047,845.7931277121785,0.0077183964,0.009589484,0.031263087,0.03133048592032967,0.03519753171362555,0.5515381,0.34175864,0.60229576,0.4086516,0.6258541,0.413432,0.61853504,0.38718566,0.59756535,0.35271996,0.5507814,0.30869493,0.5042547,0.26860708,0.5093299,0.2153684,0.6218026,0.26138893,0.64512265,0.23082717,0.58997923,0.22425039,0.5457447,0.24568437,2.9113125,48000,0.088775635,0.006449297,Recording 2-rele,audio_files/Recording 2-rele.m4a,speed_up
-578.97595,98.66525,-344.74338,-793.1281,129.84074,35.660034,215.18478,17.63824,2.0329738,31.688723,43.357544,-126.352264,28.104979,22.60198,117.537186,-37.763397,13.00068,22.11573,58.532753,-72.069244,15.671561,12.300276,49.84764,-37.191475,-0.4430037,16.945896,34.37659,-46.501297,8.38321,10.381007,38.356033,-24.550854,-0.82126397,14.404971,21.47862,-44.501064,5.587074,8.827656,28.272335,-23.761019,8.158183,8.471862,29.235474,-29.017172,3.301065,7.915136,29.211555,-28.164488,2.5240703,7.2291346,25.848698,-19.682217,5030.574324324324,2384.6679899217593,2505.600736868028,1017.5518309593713,3703.763405073164,805.9623323143047,0.0053476514,0.0063595264,0.022919247,0.035500686233108106,0.03901335136170534,0.55695325,0.32286862,0.6230488,0.38892692,0.64851123,0.3915956,0.652122,0.36003542,0.6287983,0.3388206,0.56180865,0.3164759,0.4891016,0.2682538,0.47780803,0.23210566,0.54605216,0.2641882,0.60394305,0.26356158,0.5586958,0.22749357,0.51772153,0.23593344,3.938833333333333,48000,0.08074951,0.004441282,Recording 2-rele,audio_files/Recording 2-rele.m4a,speed_down
-328.87784,110.23254,-124.12156,-536.23,91.45122,58.40216,216.35779,-2.8776047,11.160386,42.11066,83.28897,-75.13547,41.8725,31.09699,113.785385,-14.960066,0.72070116,28.812168,61.127968,-57.65947,32.21155,17.912437,74.68641,-3.8568397,-7.6189914,15.812772,17.810127,-39.240707,-4.327247,15.141261,21.955856,-45.728382,-4.8609586,12.831222,16.524908,-41.486317,4.611133,7.5532184,26.616337,-10.409018,2.6753626,8.925138,28.828281,-14.084148,-12.07854,8.711034,6.933794,-35.380966,-4.0007377,11.660623,23.275536,-38.144924,7622.412420382166,4147.909575476617,3780.4104934502698,2216.5259248498614,3742.5933393046134,1094.3797264462269,0.07922024,0.09151568,0.3737522,0.09333325039808917,0.09865397742747614,0.43998802,0.32295159,0.51262915,0.31586105,0.563237,0.33357486,0.45794383,0.31825122,0.4148993,0.35247505,0.3874839,0.3285846,0.36936846,0.29069963,0.36810175,0.31225312,0.37983394,0.33125564,0.3357522,0.28548366,0.33741763,0.29927656,0.3904137,0.29879674,1.664,48000,0.94747925,0.06374876,dennis_approve,audio_files/dennis_approve.wav,original
-356.46906,105.838104,-150.52255,-553.65814,82.86249,58.036194,203.36047,-23.022896,16.079943,35.57983,77.903145,-54.40609,36.141426,33.75326,114.601974,-30.593082,3.0293326,26.31495,52.586792,-51.8295,25.730598,15.9538,71.62402,-3.1667738,-15.655123,20.304205,16.908607,-63.9442,-2.1396878,15.464348,35.50671,-38.84533,-4.291524,10.785228,23.342838,-35.68354,7.1849613,10.862497,32.07916,-13.798396,-9.137246,9.994957,8.032976,-40.790005,-9.893332,11.318021,8.718968,-42.232903,-1.94847,8.868203,18.769987,-25.898306,8925.806130573248,4625.406193178083,4476.239947782517,2458.462875280883,4376.18017991928,1099.287988173019,0.051766597,0.0641688,0.30557144,0.11234200835987261,0.11554922892335269,0.34312487,0.31447324,0.3717727,0.3037193,0.39361763,0.30306342,0.4378215,0.29438806,0.55012023,0.3297681,0.4972213,0.30636644,0.41959822,0.3270768,0.40921497,0.34660032,0.39365098,0.3195044,0.37916103,0.28743827,0.38937515,0.35714987,0.34936395,0.29358202,1.664,48000,0.65509033,0.042410247,dennis_approve,audio_files/dennis_approve.wav,pitch_shift_up
-368.4083,105.7831,-175.63896,-577.9531,97.36872,56.787567,216.87158,0.0,6.5380564,45.74704,84.771645,-90.11595,48.03043,27.634647,112.27929,0.0,-0.779859,30.850555,67.09,-58.28353,33.460457,19.820553,68.71505,-7.654791,4.679009,12.129685,32.5475,-21.057495,-5.9467206,15.27073,16.992012,-41.589844,-2.6475265,12.186266,17.404598,-35.2417,-2.5830534,7.749068,12.3385515,-22.180077,10.887947,9.728173,31.636864,-6.3028555,-8.586852,8.423647,11.557392,-28.164707,-4.325729,9.47937,14.91602,-39.561893,7061.853105095542,3966.0294408162545,3520.483461362331,2078.6902067490664,3494.334002920539,1060.3501590050903,0.05809181,0.0677939,0.28246802,0.08889828821656051,0.09287059570435122,0.630377,0.29523942,0.5192975,0.2945353,0.4471145,0.315107,0.43998712,0.32903838,0.43309698,0.30808067,0.3954026,0.29753146,0.40389556,0.33329433,0.3682445,0.29218718,0.3673741,0.28945845,0.41276702,0.2708528,0.48471615,0.32334197,0.52169406,0.25777262,1.664,48000,0.641449,0.047722094,dennis_approve,audio_files/dennis_approve.wav,pitch_shift_down
-359.1764,103.4816,-161.04271,-555.5994,89.13919,56.980007,203.08542,-13.837105,13.533013,41.20068,88.480896,-72.00174,41.133602,31.474884,113.974014,-22.42352,0.61638665,29.710842,61.31951,-62.943687,30.606188,18.210768,76.70882,-4.3492928,-6.577963,15.892972,21.427391,-42.822052,-4.425325,15.111961,20.965603,-48.491188,-4.6122212,12.244855,19.037468,-38.60971,3.7222228,7.5216618,23.6065,-13.860712,1.5891173,9.662422,28.779247,-14.090916,-12.876381,8.431284,5.7191443,-37.118828,-3.9710448,11.169233,17.847355,-40.86582,7912.176724137931,4256.00698984318,3944.0955621160815,2282.894359442237,3883.834122400203,1078.1751114064052,0.05640486,0.06680845,0.31107494,0.10285055226293104,0.10647805643041404,0.43500155,0.31651402,0.47905007,0.2924813,0.58164513,0.30587262,0.52341485,0.30727968,0.44035757,0.33722517,0.42437583,0.33745524,0.41354707,0.30738333,0.39703834,0.28806096,0.4083396,0.33628774,0.37618172,0.30929992,0.3468964,0.3048917,0.36482522,0.26790205,1.8488958333333334,48000,0.7694092,0.046394035,dennis_approve,audio_files/dennis_approve.wav,time_stretch_slow
-359.2722,106.94727,-159.16736,-571.6361,93.11789,57.89633,209.7154,-3.525011,11.350619,41.589733,82.88958,-71.98495,42.916397,29.81178,113.03851,-10.555983,0.6247696,28.326511,54.06076,-56.02691,33.22666,18.044191,74.776566,-5.4209037,-6.6731973,15.5743065,24.545494,-36.041634,-3.3988004,14.461108,22.704777,-45.563465,-4.7303424,13.505845,20.637459,-42.12117,6.1439705,7.221861,24.366417,-9.647837,3.6183,9.031202,26.574894,-13.363269,-12.28669,10.072623,5.0857143,-39.07248,-3.957596,11.15467,17.006924,-38.300312,7762.103873239436,4300.913352934238,3852.823549631173,2247.9797419480315,3871.553763240143,1084.233706593276,0.05890158,0.06553512,0.25141358,0.09626705545774648,0.09979368027268815,0.46635744,0.29542598,0.5114907,0.2724472,0.578381,0.2932189,0.53887564,0.31913322,0.48894292,0.3369972,0.4466543,0.33129677,0.44016045,0.3212907,0.4058744,0.29915696,0.40040404,0.33174923,0.39241067,0.32416442,0.39427292,0.35061282,0.39773056,0.27700585,1.5127291666666667,48000,0.80960083,0.048003428,dennis_approve,audio_files/dennis_approve.wav,time_stretch_fast
-282.51404,81.77497,-107.8165,-452.63266,64.04818,53.85731,188.1589,-21.441177,16.691462,35.367462,84.872375,-58.41163,32.10994,25.537848,87.03421,-25.129704,8.120173,24.689795,62.31426,-46.75742,21.292982,16.011028,62.115265,-9.12812,-1.8201444,12.011703,21.282288,-28.709316,-6.002493,15.162796,16.104757,-47.42231,-3.2001908,10.663076,15.378151,-35.297234,3.3294315,6.3505526,18.894093,-10.280502,2.2162964,8.598953,24.405525,-15.251169,-9.768049,8.008407,6.0960245,-30.168795,-5.7116055,10.821701,14.625416,-38.426746,12584.295382165605,5943.289507885575,6535.700058413708,3273.501256807166,5834.475287183837,1401.861060340821,0.079646625,0.091197476,0.37382933,0.1661431379378981,0.14808039583372437,0.47402012,0.31542367,0.55127925,0.29996145,0.594475,0.31040087,0.48234004,0.30287942,0.45071694,0.3451262,0.42263478,0.3255249,0.39890033,0.29224706,0.39198264,0.3166851,0.40625796,0.3373565,0.37007543,0.30487528,0.3649832,0.29660857,0.42724356,0.30075222,1.664,48000,0.9561157,0.06414462,dennis_approve,audio_files/dennis_approve.wav,noise_low
-222.02438,54.399105,-89.6768,-328.40445,40.595818,44.76472,153.22278,-29.699726,16.599678,28.29343,78.61952,-42.749283,23.132141,20.279385,63.783333,-28.509085,10.364803,20.315104,53.638664,-40.223328,12.388858,13.084718,45.488777,-18.304508,0.82710516,9.014373,16.791698,-20.774906,-5.734235,13.729182,14.484904,-45.38882,-2.329381,8.751285,12.954747,-31.98002,2.1298685,5.3179116,17.237612,-13.418667,1.1954722,7.106263,20.924726,-13.626499,-6.6973825,7.921538,7.3099566,-27.510883,-5.1373568,10.124248,11.7487335,-35.506546,16112.012340764331,4266.720201954832,8224.031632235146,3062.1265883886736,6657.350271021906,858.5078845456485,0.08191643,0.0896899,0.3738463,0.22588761445063693,0.1750776614501437,0.48777407,0.3098227,0.52832115,0.28421193,0.63467085,0.29173926,0.59250706,0.30105138,0.50404614,0.3250525,0.47692046,0.3324106,0.4706094,0.3279985,0.43274853,0.28881177,0.42005953,0.32660657,0.41787696,0.3142335,0.4170042,0.3291017,0.42703122,0.2971649,1.664,48000,0.96173096,0.06601459,dennis_approve,audio_files/dennis_approve.wav,noise_high
