mfcc_mean_0,mfcc_std_0,mfcc_max_0,mfcc_min_0,mfcc_mean_1,mfcc_std_1,mfcc_max_1,mfcc_min_1,mfcc_mean_2,mfcc_std_2,mfcc_max_2,mfcc_min_2,mfcc_mean_3,mfcc_std_3,mfcc_max_3,mfcc_min_3,mfcc_mean_4,mfcc_std_4,mfcc_max_4,mfcc_min_4,mfcc_mean_5,mfcc_std_5,mfcc_max_5,mfcc_min_5,mfcc_mean_6,mfcc_std_6,mfcc_max_6,mfcc_min_6,mfcc_mean_7,mfcc_std_7,mfcc_max_7,mfcc_min_7,mfcc_mean_8,mfcc_std_8,mfcc_max_8,mfcc_min_8,mfcc_mean_9,mfcc_std_9,mfcc_max_9,mfcc_min_9,mfcc_mean_10,mfcc_std_10,mfcc_max_10,mfcc_min_10,mfcc_mean_11,mfcc_std_11,mfcc_max_11,mfcc_min_11,mfcc_mean_12,mfcc_std_12,mfcc_max_12,mfcc_min_12,spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_rolloff_std,spectral_bandwidth_mean,spectral_bandwidth_std,chroma_mean_0,chroma_std_0,chroma_mean_1,chroma_std_1,chroma_mean_2,chroma_std_2,chroma_mean_3,chroma_std_3,chroma_mean_4,chroma_std_4,chroma_mean_5,chroma_std_5,chroma_mean_6,chroma_std_6,chroma_mean_7,chroma_std_7,chroma_mean_8,chroma_std_8,chroma_mean_9,chroma_std_9,chroma_mean_10,chroma_std_10,chroma_mean_11,chroma_std_11,zcr_mean,zcr_std,rms_energy_mean,rms_energy_std,rms_energy_max,duration,sample_rate,max_amplitude,mean_amplitude,speaker,audio_name,augmentation,audio_path,file_id
-369.73828,86.28976,-265.57092,-645.2892,94.387856,38.045605,169.45361,-16.015303,-16.687922,24.045473,30.564285,-75.467285,53.16554,34.7583,115.801544,-2.0383606,-23.63775,21.743647,27.804043,-75.682884,12.295365,21.976795,76.6073,-27.791622,-12.574078,21.620457,37.673122,-58.686047,-17.337198,16.50383,29.547348,-60.253456,-17.174362,11.748704,16.161716,-42.03107,-1.8872507,11.685267,25.699627,-29.545227,-6.1996474,10.985706,13.638212,-35.0597,-7.7174892,9.682423,14.769592,-30.291668,-2.9895904,8.6036005,23.514757,-29.376453,1798.490824626827,902.6520568086097,3823.516845703125,1441.7707404566531,1795.8814814674724,390.61394138640253,0.20227337,0.27111852,0.12642783,0.19743142,0.10840889,0.18592641,0.13997276,0.20573863,0.16680916,0.25620392,0.21541977,0.32428226,0.23343523,0.31706777,0.29014662,0.3594287,0.33071285,0.33507836,0.42807418,0.3536791,0.5000845,0.38490224,0.3620761,0.34308082,0.0769840162627551,0.07951526885762868,0.035772085,0.022972118,0.086157404,4.545442176870749,22050,0.2420044,0.0289704,unknown,unknown_3_84-121550-0026.flac,speed_1.1,Formative-2-Multimodal-Data-Preprocessing/data/audio_samples/unknown_speakers/84-121550-0026.flac,103
-381.2435,85.41001,-273.83304,-657.21387,105.527504,39.79143,182.29752,0.0,-26.505665,24.251833,25.400085,-81.134224,59.088345,34.592506,121.11339,-7.962655,-17.199965,25.745398,35.95427,-70.73565,8.697486,20.428019,70.68288,-28.132263,-0.6735817,19.758314,43.81488,-46.841682,-14.8826065,13.4936075,12.064382,-48.67662,-16.273523,13.731409,24.580746,-48.331474,-12.455609,11.341051,25.894749,-38.085575,-0.04637916,11.532431,22.387753,-32.781166,-12.76034,10.560612,13.789293,-43.762024,-0.15740134,8.772419,28.13239,-23.798487,1679.8985130759554,832.416221393324,3501.3387044270835,1367.0092472434387,1637.1128678844282,401.7237929206034,0.12431459,0.19218317,0.15157601,0.21927285,0.17088176,0.24244492,0.22941028,0.32174277,0.2617807,0.33806017,0.32532,0.366996,0.36472893,0.3493955,0.419031,0.3358789,0.48749062,0.37842056,0.36653382,0.33053127,0.22339107,0.27857614,0.13418,0.18861958,0.07636854383680555,0.07491957595684898,0.031053917,0.02156162,0.10275646,5.0,22050,0.25546265,0.025099661,unknown,unknown_3_84-121550-0026.flac,pitch_shift_down,Formative-2-Multimodal-Data-Preprocessing/data/audio_samples/unknown_speakers/84-121550-0026.flac,103
-364.56635,88.428764,-250.39856,-641.2652,81.372284,38.155373,168.86356,-43.300117,-7.781367,25.97337,44.900555,-75.049866,42.81879,32.793694,100.710106,-15.272863,-27.114954,20.255766,26.221315,-74.05081,11.2086525,22.821192,65.45572,-39.163994,-23.411032,19.61732,20.631802,-60.551327,-15.637078,19.495108,44.520042,-64.01474,-12.395079,14.4942045,27.047955,-46.179,2.1977625,11.576105,25.225384,-35.763435,-13.20653,10.756559,10.783133,-40.36686,-2.5464816,8.684819,26.27925,-27.85766,-9.467277,8.674758,10.545958,-37.590126,2051.632174569366,1026.797623035562,4299.562581380208,1645.225969590702,2006.0885411990264,419.55256121405256,0.49542144,0.38864365,0.36989892,0.3484539,0.20869605,0.27825937,0.1249401,0.20234536,0.10249272,0.18900006,0.12595683,0.2119169,0.15718488,0.2438551,0.20332024,0.31608236,0.22489262,0.3103646,0.287576,0.36277327,0.32740846,0.33633506,0.40413806,0.36307338,0.08876998336226852,0.09083289323134608,0.03630058,0.024265524,0.08832377,5.0,22050,0.22991943,0.029471926,unknown,unknown_3_84-121550-0026.flac,pitch_shift_up,Formative-2-Multimodal-Data-Preprocessing/data/audio_samples/unknown_speakers/84-121550-0026.flac,103
-370.15866,95.03442,-235.98497,-655.67944,94.723404,41.084892,182.03271,-25.713036,-18.68051,25.408382,34.490692,-78.99475,54.18748,35.23876,120.21004,-8.036768,-23.9444,22.717175,26.670858,-75.34192,14.099485,22.246344,78.988525,-26.738894,-12.043726,20.911884,37.7461,-59.613907,-15.055019,17.560656,42.7483,-58.276474,-17.397512,12.661136,15.269154,-51.03466,-0.7858433,11.515365,28.912092,-27.157936,-6.56393,11.802578,15.566699,-42.263855,-7.0563865,10.256768,12.963102,-34.38145,-2.6598585,8.955218,24.586533,-28.520184,1764.0639820427698,1010.0892445074279,3647.236124674479,1581.1254597576574,1719.022785408245,464.8283550775493,0.1603043,0.2648756,0.10846062,0.18637727,0.11606043,0.19461285,0.14286406,0.220962,0.1941824,0.3013724,0.23331678,0.3318268,0.2681086,0.34503588,0.32152227,0.37079683,0.35887358,0.3510046,0.45108122,0.37379238,0.43747613,0.39251617,0.25203806,0.2921497,0.07723433883101852,0.0874803003383637,0.04112839,0.027196363,0.102751166,5.0,22050,0.22827148,0.033387195,unknown,unknown_3_84-121550-0026.flac,volume_0.8,Formative-2-Multimodal-Data-Preprocessing/data/audio_samples/unknown_speakers/84-121550-0026.flac,103
-381.4249,119.02955,-175.79445,-595.66077,76.89628,45.54791,160.59131,-22.934353,-7.0114007,28.430592,41.91751,-77.887054,38.488228,33.705585,117.828125,-18.702307,-17.570452,25.767487,27.506481,-82.41969,16.464853,22.31938,72.07692,-22.232529,-9.337349,19.648952,28.970451,-54.023163,-11.009598,17.519154,28.427565,-46.587524,-9.280476,12.896206,12.180335,-45.803852,-0.053715967,11.138927,31.96119,-32.2335,-4.880498,10.612798,16.614193,-26.682415,-4.3901105,9.930008,15.086489,-31.340885,-2.387254,10.127643,23.29589,-27.073217,1897.9107512996904,1307.7048363341378,3742.358680680997,1856.2359991948772,1682.726595203867,577.7276248403001,0.35158452,0.34802827,0.33043042,0.36033604,0.27812517,0.33156112,0.21870708,0.27887514,0.23634835,0.2930339,0.31022784,0.37011474,0.2986337,0.32989234,0.34873107,0.35993597,0.3273934,0.31984213,0.35877115,0.32564002,0.44804585,0.36462265,0.42075405,0.36456388,0.10325313854768786,0.12512295252425146,0.049000047,0.046701305,0.16114596,3.9950113378684806,22050,0.38183594,0.03860683,unknown,unknown_4_84-121550-0027.flac,original,Formative-2-Multimodal-Data-Preprocessing/data/audio_samples/unknown_speakers/84-121550-0027.flac,104
-292.0337,59.986126,-148.50302,-401.7418,33.2338,37.23468,108.76396,-40.379974,6.3404126,15.782848,39.199684,-42.60434,18.380157,23.055706,81.60016,-29.533802,-4.874063,15.780188,21.748539,-52.318462,3.5333486,17.015043,52.320145,-35.405197,-3.416223,13.643301,33.16192,-35.39225,-10.49732,16.079288,22.953976,-47.24193,-6.810439,10.674318,12.970865,-36.522972,-3.0351174,10.161569,24.105576,-28.983934,-4.830731,8.956409,13.447597,-25.559673,-4.998852,7.8662896,11.416357,-30.189198,-4.469757,8.903473,17.084341,-29.429596,3599.4912700631908,1626.5633380867098,6680.209509347905,2245.693470404486,2797.7813092816637,464.7309343564662,0.4428269,0.38247287,0.41141483,0.3741705,0.37862724,0.38481623,0.36675817,0.4031548,0.3867422,0.4034071,0.39365587,0.3899836,0.39944935,0.371881,0.42822143,0.37188366,0.4122319,0.34487247,0.4855114,0.35750923,0.5603136,0.36791545,0.49658892,0.3691778,0.24758399566473988,0.19511182950331193,0.049771138,0.045960575,0.16100472,3.9950113378684806,22050,0.38339233,0.039314173,unknown,unknown_4_84-121550-0027.flac,noise_low,Formative-2-Multimodal-Data-Preprocessing/data/audio_samples/unknown_speakers/84-121550-0027.flac,104
-214.96588,32.559868,-123.74584,-286.1714,18.183218,25.795534,78.84233,-33.402596,7.816769,10.908196,32.538826,-28.041542,9.503416,14.471535,56.319805,-26.97908,-1.6115205,10.334053,17.965153,-30.353134,0.60453767,10.981131,32.540737,-35.360115,-3.405067,9.493226,26.945505,-32.246727,-7.696873,10.432525,10.116104,-36.427124,-6.3845835,7.6653905,10.257686,-27.888805,-3.9142466,7.4914827,17.063818,-25.215221,-3.9938214,6.6056147,12.671734,-21.542732,-4.6785216,6.3494368,5.4313164,-22.969692,-4.003664,6.303579,8.323882,-22.605259,4265.151789311981,1190.8259189567573,8202.843462111632,1150.6451652823253,3165.453126776774,262.6760812924959,0.4583632,0.3812152,0.43330064,0.3779198,0.4009074,0.3909521,0.4058452,0.40848663,0.42544857,0.40771773,0.40167236,0.3652603,0.4218474,0.363336,0.44358432,0.35763082,0.44616434,0.33234882,0.54428345,0.353265,0.5606744,0.36094102,0.4822465,0.3576197,0.27919526734104044,0.19105692313655864,0.052593336,0.04369688,0.16159393,3.9950113378684806,22050,0.37982178,0.041856796,unknown,unknown_4_84-121550-0027.flac,noise_high,Formative-2-Multimodal-Data-Preprocessing/data/audio_samples/unknown_speakers/84-121550-0027.flac,104
-404.86453,115.64581,-213.87794,-613.1377,73.81611,44.13324,143.46608,-23.30016,-6.209707,28.397146,43.439262,-76.029655,38.512493,33.211067,115.26346,-17.263948,-18.554945,24.478397,21.517208,-73.08735,14.835895,21.500532,70.72015,-25.63758,-10.193349,20.62751,34.96251,-57.74431,-12.002439,17.222536,27.0881,-46.355904,-10.124639,12.8050165,15.619977,-45.14488,-0.40847683,10.364867,30.190277,-24.512955,-4.658438,9.975361,16.5408,-27.841442,-5.248586,10.229183,16.972075,-30.053587,-2.6318138,9.673195,20.309984,-28.24305,2004.0152988858474,1251.1291692971965,4032.09228515625,1724.465504879329,1783.581548206237,558.1908642426488,0.35911465,0.37331232,0.28626454,0.32357708,0.21400087,0.26740435,0.20120062,0.2588332,0.2868491,0.3470972,0.2968091,0.3379441,0.33712602,0.35881528,0.3593305,0.34968814,0.35148832,0.30859065,0.4510676,0.3757119,0.43931293,0.36827716,0.37639987,0.34978032,0.10950469970703125,0.12505402715250602,0.030667886,0.03023454,0.123824455,4.43891156462585,22050,0.3713684,0.024349367,unknown,unknown_4_84-121550-0027.flac,speed_0.9,Formative-2-Multimodal-Data-Preprocessing/data/audio_samples/unknown_speakers/84-121550-0027.flac,104
-400.40887,113.94458,-220.45297,-609.78455,75.34304,43.16401,142.73581,-24.319561,-5.286886,28.12032,41.664955,-84.67938,38.290367,33.36647,105.2473,-13.50252,-19.282646,24.429482,17.445255,-74.005585,14.962783,21.968111,71.54115,-24.44338,-9.880451,20.61437,30.819263,-52.524055,-12.318096,16.710026,24.962952,-45.356483,-10.278846,12.736819,14.166891,-46.798447,-0.8352379,10.828667,26.962507,-25.579422,-5.476358,10.321784,14.808098,-30.317749,-6.279637,9.974786,11.979865,-31.94288,-3.0007896,9.807044,18.201607,-32.819794,1984.512312229306,1221.1715673040635,4034.938233976911,1721.7868761966836,1804.156774648293,546.8824414390891,0.35847965,0.37498495,0.31014818,0.3445505,0.22522119,0.29058668,0.20549026,0.26566184,0.27463475,0.33120766,0.28767425,0.31490606,0.33800867,0.35626993,0.3829802,0.36209196,0.35048458,0.30907747,0.4633144,0.38034385,0.44537315,0.3576948,0.35686213,0.32234147,0.10385462281050956,0.11611688723473239,0.033708587,0.03319379,0.13233429,3.6318367346938776,22050,0.30020142,0.0268165,unknown,unknown_4_84-121550-0027.flac,speed_1.1,Formative-2-Multimodal-Data-Preprocessing/data/audio_samples/unknown_speakers/84-121550-0027.flac,104
-408.47653,112.78732,-236.5817,-617.97974,84.304474,45.76787,158.2963,-13.349476,-12.701237,29.64282,41.783936,-79.03395,44.1123,34.51803,111.63246,-10.625753,-15.973192,26.79625,21.517906,-70.27974,11.063849,21.000093,70.15982,-28.003649,1.2823468,17.902412,54.086117,-32.15371,-12.212761,12.336557,11.975597,-39.828884,-10.225539,14.131479,15.303529,-48.76352,-8.026964,13.05205,15.113488,-34.995323,0.47086242,10.723748,22.325798,-35.00079,-8.496443,11.070165,15.617531,-30.674198,0.8939992,7.8191323,23.281113,-19.281824,1803.9162670103397,1112.7333997504688,3633.8836140715316,1601.0494918070906,1629.1793583440033,526.126822521738,0.24528213,0.28390357,0.19496095,0.24667479,0.24546956,0.29241008,0.32144323,0.36885095,0.3113986,0.34212703,0.3582877,0.36444283,0.32247987,0.29576203,0.4227085,0.3624353,0.4726969,0.36657968,0.38621092,0.3249933,0.35810968,0.35616982,0.3340943,0.36107308,0.09461930997109827,0.10669228458505775,0.029970434,0.028035076,0.11266508,3.9950113378684806,22050,0.24945068,0.02388693,unknown,unknown_4_84-121550-0027.flac,pitch_shift_down,Formative-2-Multimodal-Data-Preprocessing/data/audio_samples/unknown_speakers/84-121550-0027.flac,104
-398.74094,117.80252,-205.38591,-609.31464,65.538704,41.86164,133.65778,-36.65186,0.5918656,27.750359,42.302574,-75.141396,30.367954,30.526001,100.58898,-23.313408,-18.412779,22.6052,19.080538,-71.76793,13.927928,21.465681,66.21933,-40.483757,-19.479631,19.793068,13.47118,-73.03171,-9.773723,18.787819,34.163055,-52.092857,-7.6483154,14.826368,18.802132,-42.630005,1.7975316,10.186443,30.045223,-25.041595,-9.178557,13.402158,12.222489,-42.740116,-1.1228553,8.352377,19.896652,-24.10204,-7.753121,10.996901,24.253242,-31.256714,2222.8863805635915,1368.7678382538763,4498.447943009393,1867.5832808977602,1982.3551153936837,595.9914047678587,0.46752638,0.36848065,0.3701759,0.33653355,0.34525353,0.36355266,0.31857648,0.34573326,0.22591737,0.2783721,0.19430974,0.25649676,0.24786006,0.31014714,0.2799977,0.33692998,0.29913172,0.3504176,0.31777346,0.32777667,0.31040514,0.301452,0.447393,0.3650517,0.11893740968208093,0.1322110804892541,0.032943115,0.03344746,0.12221326,3.9950113378684806,22050,0.3432312,0.02653964,unknown,unknown_4_84-121550-0027.flac,pitch_shift_up,Formative-2-Multimodal-Data-Preprocessing/data/audio_samples/unknown_speakers/84-121550-0027.flac,104
-403.34674,119.02149,-197.72322,-617.58875,76.894226,45.547626,160.61804,-22.922651,-7.0193367,28.418379,41.9361,-77.89462,38.488693,33.703606,117.85383,-18.600636,-17.561964,25.77781,27.564087,-82.425415,16.469046,22.318916,72.09103,-22.278122,-9.338831,19.643991,28.961498,-54.01908,-11.009466,17.518557,28.488651,-46.595,-9.281206,12.895636,12.2620125,-45.813965,-0.05867851,11.13194,31.961464,-32.179413,-4.882565,10.615142,16.606188,-26.682232,-4.380031,9.938486,15.187122,-31.357111,-2.3883386,10.134479,23.316948,-27.10669,1902.3529305974196,1309.475098196475,3750.4491905256505,1862.0661701615688,1689.1248145619013,583.4901336364619,0.3516977,0.34800792,0.3304358,0.36038455,0.278109,0.3316698,0.2184603,0.2786112,0.2365521,0.29327974,0.31021413,0.37017336,0.2982918,0.32960892,0.34868005,0.3600081,0.32735914,0.31992024,0.3586718,0.32561475,0.44765207,0.36443746,0.42090857,0.364758,0.10323055906791907,0.12512032574464738,0.03920006,0.03736105,0.12891714,3.9950113378684806,22050,0.30545044,0.030885583,unknown,unknown_4_84-121550-0027.flac,volume_0.8,Formative-2-Multimodal-Data-Preprocessing/data/audio_samples/unknown_speakers/84-121550-0027.flac,104
-324.16287,90.197296,-172.75851,-559.4224,82.83009,47.254845,156.43077,-28.556395,-10.73513,28.519861,50.5378,-85.20581,50.014328,36.041183,124.94379,-16.281792,-16.821829,24.48848,30.125769,-77.39612,7.6370792,21.171797,74.589455,-29.499256,-14.936949,17.35266,25.993462,-67.927124,-18.427568,15.031591,25.548445,-62.852627,-19.030247,13.882358,11.891511,-51.858917,-6.6146502,12.712886,33.19661,-35.534966,-6.954287,8.672541,23.747368,-29.904148,-8.554109,10.173056,13.941466,-38.882862,-5.800675,9.39453,17.068829,-32.468628,1682.2584098488026,1239.145344209588,3156.956990559896,1886.4761790328878,1528.7008165454904,540.1524965195914,0.27079618,0.33473378,0.20405371,0.30065924,0.1648433,0.26400238,0.17055315,0.30213904,0.15920879,0.26256305,0.16876751,0.266588,0.19480075,0.29085127,0.2547669,0.34690315,0.26304904,0.32075173,0.30929998,0.35902357,0.36314216,0.3620367,0.36073005,0.38681352,0.08492476851851852,0.09533623858246586,0.068363756,0.042625673,0.21129218,5.0,22050,0.4767456,0.052949388,unknown,unknown_5_84-121550-0028.flac,original,Formative-2-Multimodal-Data-Preprocessing/data/audio_samples/unknown_speakers/84-121550-0028.flac,105
-266.11615,50.36189,-147.60272,-402.13516,48.51852,36.56307,119.85628,-46.89102,8.4043045,21.40681,51.695297,-57.307446,27.167028,26.91063,86.93653,-36.84305,-4.5217566,17.794615,30.18872,-53.67543,-0.93529946,16.48961,53.97516,-35.804176,-9.094673,12.710344,15.749717,-49.89178,-18.751396,13.462166,14.623935,-47.790886,-14.82363,11.607351,8.287914,-44.80677,-8.507591,11.588102,29.239052,-37.15458,-6.939338,7.7539554,16.412586,-24.541382,-8.680934,8.79939,12.369284,-33.459274,-6.1918583,7.811516,12.63542,-27.28022,2775.380148426167,1372.5774062405094,5424.373372395833,1989.4017249126373,2624.57404759722,430.8451399106232,0.3298178,0.3598663,0.263543,0.33826995,0.2279787,0.31919935,0.23575963,0.35464254,0.22051634,0.31529483,0.2268456,0.31165093,0.24357584,0.3139738,0.3027752,0.35888943,0.31956112,0.34181178,0.36569306,0.3706672,0.41521433,0.36183402,0.41764748,0.394476,0.15155481409143517,0.1525592605753635,0.068679914,0.042205438,0.21119922,5.0,22050,0.47821045,0.053304523,unknown,unknown_5_84-121550-0028.flac,noise_low,Formative-2-Multimodal-Data-Preprocessing/data/audio_samples/unknown_speakers/84-121550-0028.flac,105
-201.03737,28.00812,-120.18683,-285.605,29.453457,25.06681,85.72333,-34.295444,12.273591,13.281353,38.49594,-33.44095,15.0846615,17.21084,55.477848,-38.320286,-0.5860116,11.584026,18.590244,-33.909492,-2.0164464,10.959623,33.443287,-27.516289,-7.903603,9.407947,9.0846,-36.86964,-13.254863,9.857557,12.887158,-39.93133,-10.822971,9.416961,8.297486,-41.12941,-7.1862416,9.453019,23.487055,-25.719904,-6.621888,6.4920263,9.369537,-22.188627,-7.752695,6.960548,11.355328,-27.924137,-5.483672,5.825231,10.096294,-23.298182,3669.4528471429,1063.5328128909287,7677.4342854817705,1099.2639419024733,3165.8046097392003,295.1429697933076,0.30354655,0.34318984,0.25279173,0.32055825,0.2528891,0.3452988,0.24298532,0.33230716,0.2545557,0.3338217,0.25775993,0.32546654,0.30710042,0.35561773,0.34888363,0.3619504,0.36902937,0.35133642,0.4207275,0.369808,0.42744216,0.3711423,0.3770476,0.36415052,0.19099482783564814,0.155905430702567,0.0700894,0.04092374,0.2114103,5.0,22050,0.47912598,0.054853026,unknown,unknown_5_84-121550-0028.flac,noise_high,Formative-2-Multimodal-Data-Preprocessing/data/audio_samples/unknown_speakers/84-121550-0028.flac,105
-347.409,94.9865,-214.4614,-617.11255,83.6159,46.813236,158.95901,-14.49995,-17.405485,27.036034,46.502018,-93.42298,54.89073,37.187447,132.74388,-12.610749,-22.843105,22.760454,21.092392,-75.64023,11.489782,21.389997,70.95525,-25.747345,-19.764612,17.567059,17.785759,-66.98633,-18.190321,14.234474,24.514175,-54.27723,-21.13315,14.139061,6.9071183,-56.46865,-7.099881,12.817753,34.51141,-34.97352,-7.5211315,7.91901,12.770252,-31.224514,-10.062584,10.555825,14.756836,-41.00753,-4.232955,8.4752445,19.378496,-32.228035,1831.734999561621,1155.970322190008,3571.271769205729,1802.5597452199163,1655.2978345541223,580.4700697778652,0.27910256,0.3309096,0.22466348,0.3118143,0.17809685,0.25728223,0.17991203,0.2899986,0.1640595,0.23999785,0.16749719,0.24900427,0.19340035,0.2737286,0.24290787,0.33438984,0.26992956,0.33427522,0.3160507,0.36666244,0.3477389,0.3437183,0.35484588,0.3807459,0.09819200303819445,0.1042578666633265,0.045145124,0.02963353,0.13395233,5.0,22050,0.32437134,0.035643235,unknown,unknown_5_84-121550-0028.flac,speed_0.9,Formative-2-Multimodal-Data-Preprocessing/data/audio_samples/unknown_speakers/84-121550-0028.flac,105
-344.31415,86.94321,-214.71886,-591.37256,84.05628,44.905357,156.10092,-13.52851,-12.054036,26.331482,47.152794,-92.11734,52.145626,36.681694,127.386024,-13.368168,-19.410759,22.666494,17.520573,-74.58063,8.2408285,20.412481,67.00931,-29.285572,-17.7712,16.705671,18.194704,-69.99251,-19.627884,13.632496,22.93797,-57.461426,-20.250744,13.360214,5.9147854,-45.826885,-7.7099977,11.720745,24.15797,-32.50193,-7.4792767,7.4744334,10.062847,-23.68473,-10.110957,9.683486,14.816694,-38.815086,-5.8283033,8.878793,16.221283,-31.330132,1728.5346707997269,1097.6247787387763,3421.527099609375,1835.615260992867,1652.3769320145236,572.8674625516442,0.2747896,0.33411828,0.21315952,0.32232508,0.14890237,0.24513468,0.13400775,0.2510389,0.1253577,0.22975321,0.12948024,0.21881807,0.16685484,0.26328307,0.24710354,0.3468928,0.27406186,0.33943084,0.31230605,0.36827987,0.35102198,0.34666094,0.35457525,0.38692614,0.08576560507015306,0.09050435908751991,0.04895051,0.030239534,0.14997499,4.545442176870749,22050,0.31750488,0.038946398,unknown,unknown_5_84-121550-0028.flac,speed_1.1,Formative-2-Multimodal-Data-Preprocessing/data/audio_samples/unknown_speakers/84-121550-0028.flac,105
-348.58826,81.49348,-227.4824,-575.3063,90.32744,44.700817,169.16144,-7.4169664,-17.675138,25.440083,46.198563,-89.7033,53.52012,36.821167,133.58954,-8.564057,-9.714888,24.273645,44.219025,-68.69747,5.4804974,20.193068,68.300476,-31.127045,-3.2950592,12.570305,31.25785,-29.224989,-17.602516,12.091669,6.101116,-43.29348,-18.265364,11.465701,9.789758,-44.352715,-16.806204,13.029926,16.303745,-47.82911,-4.775531,11.179977,23.538338,-31.695095,-11.82468,8.569673,8.277064,-33.925526,-5.937412,8.574426,16.496132,-27.45549,1549.8182242595185,968.0992675867319,3098.139444986979,1640.7378150356553,1494.4075391865126,533.8731470942182,0.14942716,0.23187041,0.15044025,0.26506424,0.14364779,0.2215233,0.1450421,0.21953155,0.18699458,0.28230324,0.25656992,0.34853926,0.2845898,0.33304045,0.34690264,0.38050973,0.3700365,0.35193625,0.3517261,0.37937102,0.28297314,0.34143654,0.21497324,0.30812898,0.07575593171296297,0.08037104361701872,0.04510148,0.027766204,0.16163443,5.0,22050,0.37860107,0.036026668,unknown,unknown_5_84-121550-0028.flac,pitch_shift_down,Formative-2-Multimodal-Data-Preprocessing/data/audio_samples/unknown_speakers/84-121550-0028.flac,105
-340.55853,87.98604,-205.21988,-587.016,72.74529,43.94168,152.32504,-29.060919,-3.852881,30.061554,60.22912,-89.66108,41.983204,33.16799,109.038864,-30.337383,-24.596413,19.752356,13.56727,-69.88237,4.151603,18.841629,55.054474,-38.69831,-28.428406,18.121357,4.6473656,-87.26517,-18.294945,15.838403,32.107155,-61.148834,-16.835024,15.915367,19.434727,-52.891533,-2.716827,10.22692,20.195185,-25.983429,-12.62788,9.566265,6.2419767,-46.628582,-6.6959844,8.069734,10.548618,-29.044207,-9.437094,9.279341,17.539246,-30.249252,1960.4648658306062,1244.6776464530758,3878.020222981771,1993.8212694072774,1837.0033166324267,609.9984046359091,0.35963434,0.378319,0.29075924,0.35228777,0.22114906,0.31714708,0.16437966,0.25947574,0.14560373,0.2620071,0.1395111,0.23860572,0.15116389,0.24802166,0.15818714,0.2561394,0.22579977,0.32710692,0.27067286,0.35017815,0.29992267,0.34848544,0.35593417,0.36618218,0.09780318648726852,0.1070048418996535,0.047125313,0.028682895,0.1382342,5.0,22050,0.32766724,0.037312616,unknown,unknown_5_84-121550-0028.flac,pitch_shift_up,Formative-2-Multimodal-Data-Preprocessing/data/audio_samples/unknown_speakers/84-121550-0028.flac,105
-346.0912,90.19572,-194.68855,-581.3504,82.83131,47.25603,156.42972,-28.605047,-10.733478,28.52244,50.513912,-85.209335,50.011673,36.043022,124.9819,-16.320183,-16.822783,24.488194,30.023869,-77.40622,7.638284,21.172485,74.59108,-29.473913,-14.936095,17.356514,25.989517,-67.94054,-18.42462,15.031199,25.522644,-62.86745,-19.029455,13.884273,11.863436,-51.869102,-6.6145883,12.712037,33.189503,-35.515255,-6.952343,8.674178,23.730705,-29.89745,-8.552834,10.171378,13.917122,-38.869164,-5.8009768,9.393853,17.068771,-32.456673,1680.6606964175724,1232.1733566070945,3151.7232259114585,1868.2599567411692,1531.3694421226237,543.5607904603244,0.26866668,0.33316788,0.2014946,0.29839307,0.1624246,0.2614312,0.1681125,0.29999477,0.15671498,0.25993782,0.16640282,0.2644525,0.19286972,0.2897043,0.25268295,0.3461435,0.2608805,0.3197156,0.3073432,0.35830274,0.36195028,0.36110428,0.36077192,0.38685954,0.08490668402777778,0.09533560479967217,0.054691005,0.03410053,0.16903399,5.0,22050,0.38137817,0.04235968,unknown,unknown_5_84-121550-0028.flac,volume_0.8,Formative-2-Multimodal-Data-Preprocessing/data/audio_samples/unknown_speakers/84-121550-0028.flac,105
-359.65247,102.2049,-214.79883,-604.57446,91.37043,42.122513,169.0422,-6.939026,-12.655744,27.63551,61.05902,-80.81553,52.110783,35.372414,112.96411,-9.764508,-10.265702,21.065544,34.5824,-65.89125,2.5610437,21.738705,73.2993,-37.395493,-19.348335,17.288742,14.507544,-62.224632,-17.521023,13.230429,16.999096,-48.07933,-15.197115,14.260749,19.561106,-53.72995,-1.0493662,10.772746,24.662926,-29.495613,-8.020603,8.813053,11.391954,-33.91249,-8.197662,10.304049,17.682108,-36.345367,-4.269066,8.556519,12.073664,-23.869377,1608.2169207915442,1045.2117016068962,3181.9793701171875,1813.9930330835507,1599.189862745689,558.8460092158911,0.27938148,0.32962885,0.27763313,0.32120526,0.26451632,0.32082975,0.19188417,0.28012654,0.14834788,0.24126871,0.17554154,0.2656575,0.26775235,0.33697468,0.36781716,0.3889059,0.35320112,0.36738187,0.30263436,0.34574893,0.30220667,0.34708348,0.31648383,0.37406668,0.0780956127025463,0.0727368834270683,0.052128054,0.0376926,0.13876246,5.0,22050,0.26791382,0.041560173,unknown,unknown_6_84-121550-0029.flac,original,Formative-2-Multimodal-Data-Preprocessing/data/audio_samples/unknown_speakers/84-121550-0029.flac,106
